target,precursor_ids,doi,year,type
Gd2Zr3Si4,"83,650,393",10.1039/c0dt01821j,2011,train
GdZr4Si4,"83,650,393",10.1039/c0dt01821j,2011,train
Ta4Ag2O11,"136,116",10.1039/c0jm02540b,2011,train
Cs2Li3B5O10,"63,266,200",10.1039/c3ce42084a,2014,train
La9.83Si6O26.75,"339,490",10.1039/c0jm03242e,2011,train
La10.58Si6O27.875,"339,490",10.1039/c0jm03242e,2011,train
V0.5SnSb0.5O4,"134,218,613",10.1039/c0jm04140h,2011,train
Li1.1Mn1.6Al0.3O4,"282,200,235",10.1039/c0jm04228e,2011,train
Li1.4Mn1.6O4,"200,235",10.1039/c0jm04228e,2011,train
Li1.1Mn1.6Ni0.3O4,"200,235,661",10.1039/c0jm04228e,2011,train
Ca2.97Sc2Si3O12,"425,156,532,490",10.1039/c0jm04404k,2011,train
Ca2.97Sc2Si3N3.2O7.2,"425,156,532,490",10.1039/c0jm04404k,2011,train
Ba0.925Dy0.075Sc0.075Ti0.925O3,"65,590,156,709",10.1039/c0jm04429f,2011,train
Pt15Au10Al75,"259,178,252",10.1039/c1gc15208d,2011,train
Li0.5MnPO4,"764,523",10.1039/c1cp22658d,2011,train
Li1.2MnPO4,"764,523",10.1039/c1cp22658d,2011,train
ErW2BiO9,"641,220,177",10.1039/c1dt10460h,2011,train
SmW2BiO9,"641,130,177",10.1039/c1dt10460h,2011,train
CeW2BiO9,"641,205,177",10.1039/c1dt10460h,2011,train
EuW2BiO9,"641,60,177",10.1039/c1dt10460h,2011,train
Ba0.3Sr0.7Mg0.333Nb0.667O3,"65,479,186,795",10.1039/c1dt11171j,2011,train
Ba0.1Sr0.2333Mg0.0888Nb0.2223Zn0.0222O1,"65,479,186,795,457",10.1007/s11661-012-1349-4,2012,train
Ba0.3Sr0.7Mg0.2Nb0.667Zn0.133O3,"65,479,186,795,457",10.1007/s11661-012-1349-4,2012,train
Ba0.3Sr0.7Mg0.133Nb0.667Zn0.2O3,"65,479,186,795,457",10.1007/s11661-012-1349-4,2012,train
Ba0.1Sr0.2333Mg0.0222Nb0.2223Zn0.0888O1,"65,479,186,795,457",10.1039/c1dt11171j,2011,train
Cu0.01Bi2Te3,"561,550,502",10.1039/c1jm10163c,2011,train
Cu0.03Bi2Te3,"561,550,502",10.1039/c1jm10163c,2011,train
Cu0.05Bi2Te3,"561,550,502",10.1039/c1jm10163c,2011,train
Cu0.07Bi2Te3,"561,550,502",10.1039/c1jm10163c,2011,train
Cu0.08Bi2Te3,"561,550,502",10.1039/c1jm10163c,2011,train
Cu0.1Bi2Te3,"561,550,502",10.1039/c1jm10163c,2011,train
Lu1.2Y0.8SiO5,"595,490,43",10.1039/c1jm10492f,2011,train
Y0.15Zr0.85O1.926,"43,286",10.1021/cm801818y,2008,train
LiMnBO3,"512,200,555",10.1039/c1jm11131k,2011,train
Sr0.7La0.2TiO3,"339,795,709",10.1039/c1jm11313e,2011,train
Ca2.96Ce0.03Sc2Mn0.01Si3O12,"425,205,157,156,490",10.1039/c1jm11601k,2011,train
Ca2.77Ce0.03Sc2Mn0.2Si3O12,"425,205,157,156,490",10.1039/c1jm11601k,2011,train
Ca2.8Sc2Mn0.2Si3O12,"425,157,156,490",10.1039/c1jm11601k,2011,train
Ca2.97Ce0.03Sc2Si3O12,"425,205,156,490",10.1039/c1jm11601k,2011,train
Y0.97VO4,"613,43",10.1039/c1jm11761k,2011,train
Y0.95VO4,"613,43",10.1039/c1jm11761k,2011,train
Y0.89VO4,"613,43",10.1039/c1jm11761k,2011,train
Y0.87VO4,"613,43",10.1039/c1jm11761k,2011,train
Y0.77VO4,"613,43",10.1039/c1jm11761k,2011,train
Y0.57VO4,"613,43",10.1039/c1jm11761k,2011,train
Y0.85VBi0.15O4,"641,268,43",10.1039/c1jm11809a,2011,train
Y0.625VBi0.375O4,"641,268,43",10.1039/c1jm11809a,2011,train
Y0.35VBi0.65O4,"641,268,43",10.1039/c1jm11809a,2011,train
Y0.15VBi0.85O4,"641,268,43",10.1039/c1jm11809a,2011,train
Sr0.84Eu0.16Ta2Bi2O9,"641,60,795,116",10.1039/c1jm11849h,2011,train
MgTi2O5,"310,709",10.1002/adem.201200049,2012,train
SrTi2O5,"795,709",10.1039/c1jm12568k,2011,train
CaTi2O5,"425,709",10.1039/c1jm12568k,2011,train
Sr1.995Eu0.005CeO4,"205,60,795",10.1039/c1ra00221j,2011,train
Sr1.99Eu0.01CeO4,"205,60,795",10.1039/c1ra00221j,2011,train
Sr1.95Eu0.05CeO4,"205,60,795",10.1039/c1ra00221j,2011,train
Sr1.9Eu0.1CeO4,"205,60,795",10.1039/c1ra00221j,2011,train
Sr1.7Eu0.3CeO4,"205,60,795",10.1039/c1ra00221j,2011,train
Li1.2Ca0.1Zr1.9P3O12,"425,200,193,286",10.1039/c1ra00383f,2011,train
Li1.8Ca0.4Zr1.6P3O12,"425,200,193,286",10.1039/c1ra00383f,2011,train
Ba2Fe28Ni2O46,"65,564,661",10.1063/1.3527933,2011,train
Ba2Fe28Cu2O46,"65,150,564",10.1063/1.3527933,2011,train
Ba2Fe28Co2O46,"65,488,564",10.1063/1.3527933,2011,train
Ba0.333Nb0.667PbO3,"65,186,646",10.1063/1.3528219,2011,train
Zn9In2O12,"732,457",10.1016/j.apsusc.2012.10.143,2013,train
FeTe0.95S0.05,"26,345,502",10.1016/j.jmmm.2014.01.037,2014,train
FeTe0.85S0.15,"26,345,502",10.1063/1.3531554,2011,train
FeTe0.75S0.25,"26,345,502",10.1007/s00339-017-1005-3,2017,train
FeTe0.7S0.3,"26,345,502",10.1007/s00339-017-1005-3,2017,train
Fe5Te3S2,"26,345,502",10.1063/1.3531554,2011,train
FeTe0.5S0.5,"26,345,502",10.1063/1.3531554,2011,train
ErMn0.9O3,"220,157",10.1063/1.3540695,2011,train
Ca0.3La0.7Mn0.98Al0.02O3,"282,425,339,489",10.1063/1.3544475,2011,train
Ca0.3La0.7Mn0.96Al0.04O3,"282,425,339,489",10.1063/1.3544475,2011,train
Ca0.3La0.7Mn0.94Al0.06O3,"282,425,339,489",10.1063/1.3544475,2011,train
Ca0.3La0.7Mn0.92Al0.08O3,"282,425,339,489",10.1063/1.3544475,2011,train
Ca0.3La0.7Mn0.9Al0.1O3,"282,425,339,489",10.1063/1.3544475,2011,train
LaV0.98O3,"339,268",10.1063/1.3549179,2011,train
LaV0.96O3,"339,268",10.1063/1.3549179,2011,train
LaV0.94O3,"339,268",10.1063/1.3549179,2011,train
LaV0.92O3,"339,268",10.1063/1.3549179,2011,train
Sr0.3268La0.0043Ti0.3333O1,"339,795,709",10.1063/1.3549181,2011,train
Sr0.3068La0.0177Ti0.3333O1,"339,795,709",10.1063/1.3549181,2011,train
K0.4Ba0.6Fe2As2,"167,578,26,250",10.1016/j.physc.2016.02.016,2016,train
K0.42Ba0.6Fe2As2,"167,578,26,250",10.1063/1.3549195,2011,train
K0.44Ba0.6Fe2As2,"167,578,26,250",10.1063/1.3549195,2011,train
K0.46Ba0.6Fe2As2,"167,578,26,250",10.1063/1.3549195,2011,train
K0.48Ba0.6Fe2As2,"167,578,26,250",10.1063/1.3549195,2011,train
K0.5Ba0.6Fe2As2,"167,578,26,250",10.1063/1.3549195,2011,train
BaTm0.04Y1.96ZnO5,"65,176,43,457",10.1063/1.3549634,2011,train
BaYb0.28Y1.72ZnO5,"65,43,588,457",10.1063/1.3549634,2011,train
BaYb0.28Tm0.04Y1.68ZnO5,"65,176,43,588,457",10.1063/1.3549634,2011,train
Gd12Co7,"493,83",10.1063/1.3551736,2011,train
Tb4Gd8Co7,"493,83,326",10.1063/1.3551736,2011,train
Tb8Gd4Co7,"493,83,326",10.1063/1.3551736,2011,train
Mn0.1Pd0.9PbO2,"357,646,336",10.1063/1.3554218,2011,train
Sr25Cr3Ru22O75,"663,773,795",10.1063/1.3554716,2011,train
Ti0.2Fe0.8Pb0.2Bi0.8O3,"641,564,646,709",10.1063/1.3555093,2011,train
V2Cu2O7,"150,268",10.1149/2.0031805jes,2018,train
V2Co2O7,"208,268",10.1063/1.3556448,2011,train
Gd2MoO6,"277,30",10.1016/j.poly.2017.05.058,2017,train
Gd1.995MoO6,"277,30",10.1063/1.3557065,2011,train
Gd1.99MoO6,"277,30",10.1063/1.3557065,2011,train
Gd1.98MoO6,"277,30",10.1063/1.3557065,2011,train
Gd1.96MoO6,"277,30",10.1063/1.3557065,2011,train
Gd1.93MoO6,"277,30",10.1063/1.3557065,2011,train
Gd1.9MoO6,"277,30",10.1063/1.3557065,2011,train
Gd1.85MoO6,"277,30",10.1063/1.3557065,2011,train
Ca0.3La0.7FeO3,"425,564,339",10.1063/1.3561159,2011,train
NiGa2S4,"563,756,345",10.1063/1.3561169,2011,train
Na2FePO4F,"664,606,193",10.1063/1.3561798,2011,train
Mn3Al,"259,556,637",10.1063/1.3562315,2011,train
Sr2MoMn0.7Fe0.3O6,"564,489,30,795",10.1063/1.3562889,2011,train
Sr0.96La0.04Cr0.04Ru0.96O3,"663,339,773,795",10.1063/1.3567051,2011,train
Sr0.92La0.08Cr0.08Ru0.92O3,"663,339,773,795",10.1063/1.3567051,2011,train
Sr0.88La0.12Cr0.12Ru0.88O3,"663,339,773,795",10.1063/1.3567051,2011,train
DyCo3B2,"170,493,72",10.1063/1.3572060,2011,train
CaTi4Cu3SnO12,"425,150,753,709",10.1063/1.3574016,2011,train
PtIn2,"390,252",10.1063/1.3574404,2011,train
Ti0.6Fe1.4O3,"564,709",10.1016/j.jpcs.2011.10.014,2012,train
BaCa0.1Eu0.9Co2O5.5,"65,425,417,60",10.1063/1.3587235,2011,train
GeTe2O6,"244,21",10.1016/j.optmat.2018.02.006,2018,train
Sr4Fe36Co2O60,"417,564,795",10.1063/1.3593371,2011,train
Ca0.98Gd0.02MnO3,"425,277,235",10.1063/1.3593962,2011,train
Ca0.98Dy0.02MnO3,"425,590,235",10.1063/1.3593962,2011,train
Ca0.98Sm0.02MnO3,"425,235,130",10.1063/1.3593962,2011,train
Ba2Ca2Cu3Bi0.5O10,"757,641,425,368",10.1063/1.3594248,2011,train
CaNb0.5Fe0.5O3,"425,564,765",10.1063/1.3594251,2011,train
Sr0.965La0.035TiO3,"339,795,709",10.1063/1.3599890,2011,train
Ba3Dy0.05Fe23.95Co2O41,"65,417,590,564",10.1063/1.3600068,2011,train
Ba3Dy0.5Fe23.5Co2O41,"65,417,590,564",10.1063/1.3600068,2011,train
Ba3DyFe23Co2O41,"65,417,590,564",10.1063/1.3600068,2011,train
Ce0.05Fe2Ni0.9O4,"205,564,661",10.1063/1.3603004,2011,train
Ce0.1Fe2Ni0.8O4,"205,564,661",10.1063/1.3603004,2011,train
Ce0.15Fe2Ni0.7O4,"205,564,661",10.1063/1.3603004,2011,train
Ce0.2Fe2Ni0.6O4,"205,564,661",10.1063/1.3603004,2011,train
Ce0.25Fe2Ni0.5O4,"205,564,661",10.1063/1.3603004,2011,train
Na0.495Pr0.01TiBi0.495O3,"641,652,265,709",10.1063/1.3606425,2011,train
In2Se3,"390,733",10.1063/1.3609067,2011,train
Cu0.1In1.9Se3,"550,390,733",10.1063/1.3609067,2011,train
Cu0.15In1.85Se3,"550,390,733",10.1063/1.3609067,2011,train
Cu0.2In1.8Se3,"550,390,733",10.1063/1.3609067,2011,train
LaMn0.9Fe0.1O3,"421,339,489",10.1063/1.3615720,2011,train
LaMn0.8Fe0.2O3,"421,339,489",10.1063/1.3615720,2011,train
LaMn0.7Fe0.3O3,"421,339,489",10.1063/1.3615720,2011,train
LaMn0.6Fe0.4O3,"421,339,489",10.1063/1.3615720,2011,train
LaMn0.4Fe0.6O3,"421,339,489",10.1063/1.3615720,2011,train
Fe1.01Te0.6Se0.4,"26,733,502",10.1016/j.physc.2012.08.006,2012,train
BaTi0.995Fe0.005O3,"65,564,709",10.1007/s10854-018-9208-8,2018,train
BaTi0.99Fe0.01O3,"65,564,709",10.1063/1.3625235,2011,train
BaTi0.98Fe0.02O3,"65,564,709",10.1063/1.3625235,2011,train
BaTi0.97Fe0.03O3,"65,564,709",10.1063/1.3625235,2011,train
BaTi0.96Fe0.04O3,"65,564,709",10.1063/1.3625235,2011,train
BaTi0.94Fe0.06O3,"65,564,709",10.1063/1.3625235,2011,train
BaTi0.93Fe0.07O3,"65,564,709",10.1063/1.3625235,2011,train
BaTi0.92Fe0.08O3,"65,564,709",10.1063/1.3625235,2011,train
BaTi0.91Fe0.09O3,"65,564,709",10.1063/1.3625235,2011,train
BaTi0.89Fe0.11O3,"65,564,709",10.1063/1.3625235,2011,train
BaTi0.88Fe0.12O3,"65,564,709",10.1063/1.3625235,2011,train
Ba0.998La0.003Ti1.01Mn0.001O3,"65,339,157,480",10.1063/1.3626054,2011,train
Y0.15Zr0.85O2,"43,286",10.1063/1.3626788,2011,train
Y0.15Zr0.8Mn0.05O2,"489,43,286",10.1063/1.3626788,2011,train
Y0.15Zr0.75Mn0.1O2,"489,43,286",10.1063/1.3626788,2011,train
Y0.15Zr0.7Mn0.15O2,"489,43,286",10.1063/1.3626788,2011,train
Y0.15Zr0.65Mn0.2O2,"489,43,286",10.1063/1.3626788,2011,train
Sr2Eu1.4Ce0.6RuCu2O10,"205,150,60,773,795",10.1063/1.3626824,2011,train
Ce0.015Y2.985Ga3Al2O12,"282,205,351,43",10.1039/c6tc04027f,2016,train
Ce0.015Y2.985Ga5O12,"205,351,43",10.1063/1.3632069,2011,train
Ce0.02Y2.98Al5O12,"282,205,43",10.1021/cm401598n,2013,train
Sc3In(BiO3)4,"641,732,156",10.1063/1.3638123,2011,train
Sr0.5Sm1.5Mn0.03Ni0.97O4,"489,661,130,795",10.1063/1.3639282,2011,train
Sr0.5Sm1.5Mn0.05Ni0.95O4,"489,661,130,795",10.1063/1.3639282,2011,train
Sr0.5Sm1.5Mn0.1Ni0.9O4,"489,661,130,795",10.1063/1.3639282,2011,train
Nb3Sn,"198,541",10.1063/1.3643055,2011,train
Cu3PS4,"550,13,345",10.1063/1.3656760,2011,train
Cu3PSe4,"550,13,733",10.1063/1.3656760,2011,train
BaTi0.833Fe0.167O3,"65,564,709",10.1063/1.3658813,2011,train
BaTi0.667Fe0.333O3,"65,564,709",10.1063/1.3658813,2011,train
BaTi0.5Fe0.5O3,"65,564,709",10.1063/1.3662389,2011,train
Sr4La2Ti4Nb6O30,"339,186,795,709",10.1063/1.3664857,2011,train
Dy5Ni8Al87,"259,72,756",10.1063/1.3665035,2011,train
Gd5Ni8Al87,"259,83,756",10.1063/1.3665035,2011,train
Y5Ni8Al87,"259,756,367",10.1063/1.3665035,2011,train
DyY4Ni8Al87,"259,72,756,367",10.1063/1.3665035,2011,train
YAl3,"259,367",10.1063/1.3665035,2011,train
GdY4Ni8Al87,"259,83,756,367",10.1063/1.3665035,2011,train
DyAl3,"259,72",10.1063/1.3665035,2011,train
GdAl3,"259,83",10.1063/1.3665035,2011,train
Ag0.01Zn0.99O,"136,457",10.1063/1.3665401,2011,train
Ag0.02Zn0.98O,"136,457",10.1063/1.3665401,2011,train
Ag0.05Zn0.95O,"136,457",10.1063/1.3665401,2011,train
Ag0.08Zn0.92O,"136,457",10.1063/1.3665401,2011,train
La0.95Hf0.05MnO3,"682,339,489",10.1063/1.3666056,2011,train
La0.7Hf0.3MnO3,"682,339,489",10.1063/1.3666056,2011,train
Nd0.05FeBi0.95O3,"641,564,363",10.1021/acs.inorgchem.7b00914,2017,train
Fe0.05Sn0.95O2,"564,753",10.1063/1.3669374,2011,train
Zr0.004In1.996O3,"732,286",10.1063/1.3669392,2011,train
Ca0.03Nd0.97CoO3,"425,417,363",10.1063/1.3671070,2011,train
SmCo9.8,"493,454",10.1063/1.3671612,2011,train
Tb2MnNiO6,"489,661,229",10.1063/1.3671674,2011,train
BaCa0.5Y0.5Co4O7,"65,425,417,43",10.1103/physrevb.83.024405,2011,train
CaMn0.98Sb0.02O3,"425,99,134",10.1103/physrevb.83.054437,2011,train
CaMn0.95Sb0.05O3,"425,99,134",10.1016/j.jmmm.2014.11.068,2015,train
CaMn0.92Sb0.08O3,"425,99,134",10.1103/physrevb.83.054437,2011,train
Gd2Zr0.04Ti1.96O7,"277,709,286",10.1103/physrevb.83.064403,2011,train
Gd2Zr0.3Ti1.7O7,"277,709,286",10.1103/physrevb.83.064403,2011,train
Ba0.1La0.9CoO3,"65,417,339",10.1103/physrevb.83.064414,2011,train
Ba0.15La0.85CoO3,"65,417,339",10.1103/physrevb.83.064414,2011,train
BaLa4(CoO3)5,"65,417,339",10.1103/physrevb.83.064414,2011,train
Ba0.3La0.7CoO3,"65,417,339",10.1103/physrevb.83.064414,2011,train
Dy0.5Y0.5MnO3,"590,489,43",10.1016/j.jcrysgro.2012.05.043,2013,train
Nb0.18Re0.82,"198,10",10.1103/physrevb.83.144525,2011,train
Nb2CoO6,"488,186",10.1007/s10854-016-5252-4,2016,train
Sm0.6Y0.4MnO3,"489,130,43",10.1103/physrevb.83.174426,2011,train
BaCa0.05Y0.95Co2O5.5,"65,425,417,43",10.1103/physrevb.83.214428,2011,train
Bi4Te3,"561,502",10.1103/physrevb.83.235209,2011,train
CrCuO4,"297,32",10.1103/physrevb.84.014426,2011,train
La2CoO4,"488,339",10.1103/physrevb.84.014436,2011,train
Ca0.5La1.5CoO4,"425,488,339",10.1103/physrevb.84.014436,2011,train
CaLaCoO4,"425,488,339",10.1103/physrevb.84.014436,2011,train
Ca1.5La0.5CoO4,"425,488,339",10.1103/physrevb.84.014436,2011,train
Ce0.9La0.1In2,"323,390,484",10.1103/physrevb.84.024403,2011,train
CeIn2,"323,390",10.1103/physrevb.84.024403,2011,train
Sr0.15La1.85Ni0.63Cu0.37O4,"150,339,661,795",10.1103/physrevb.84.024409,2011,train
Mg60Yb16Cd24,"770,792,364",10.1103/physrevb.84.054207,2011,train
CaFe4As3,"167,591,26",10.1103/physrevb.84.054412,2011,train
Ba4Ru3O10,"65,773",10.1103/physrevb.84.054439,2011,train
LiFe0.975Co0.025As,"167,493,26,158",10.1103/physrevb.84.054534,2011,train
LiFe0.95Co0.05As,"167,493,26,158",10.1103/physrevb.84.054534,2011,train
Sr0.1Eu0.6La0.3MnO3,"60,339,99,795",10.1103/physrevb.84.064410,2011,train
Sr0.3Eu0.6La0.1MnO3,"60,339,99,795",10.1103/physrevb.84.064410,2011,train
PdBi,"561,567",10.1103/physrevb.84.064518,2011,train
BaMn2As2,"167,578,556",10.1103/physrevb.84.094445,2011,train
Sr0.49Nd0.51MnO3,"489,363,795",10.1103/physrevb.84.094453,2011,train
FeSb,"26,108",10.1103/physrevb.84.104523,2011,train
CoS2,"493,345",10.1016/j.matlet.2017.12.114,2018,train
LiBa2OsO6,"674,109,517",10.1103/physrevb.84.144416,2011,train
NaBa2OsO6,"674,85,517",10.1103/physrevb.84.144416,2011,train
Li0.8CoPO4,"417,356,452",10.1103/physrevb.84.174403,2011,train
Li0.9CoPO4,"417,356,452",10.1103/physrevb.84.174403,2011,train
Li0.8NiPO4,"356,661,452",10.1103/physrevb.84.174403,2011,train
Li0.9NiPO4,"356,661,452",10.1103/physrevb.84.174403,2011,train
Li0.8FePO4,"564,356,452",10.1103/physrevb.84.174403,2011,train
Li0.9FePO4,"564,356,452",10.1103/physrevb.84.174403,2011,train
Na2CuP2O7,"150,46",10.1103/physrevb.84.174436,2011,train
Li2CuP2O7,"150,436",10.1103/physrevb.84.174436,2011,train
FeSe0.8S0.2,"26,345,733",10.1103/physrevb.84.174501,2011,train
Co50Ni20Ga30,"493,563,756",10.1103/physrevb.84.184201,2011,train
Co46.5Ni23Ga30.5,"493,563,756",10.1103/physrevb.84.184201,2011,train
V2Co2.64Ni0.36O8,"417,661,268",10.1103/physrevb.84.184429,2011,train
V2Co2.4Ni0.6O8,"417,661,268",10.1103/physrevb.84.184429,2011,train
V2Co2.16Ni0.84O8,"417,661,268",10.1103/physrevb.84.184429,2011,train
V2Co1.95Ni1.05O8,"417,661,268",10.1103/physrevb.84.184429,2011,train
V2Co1.5Ni1.5O8,"417,661,268",10.1103/physrevb.84.184429,2011,train
TaFeTe3,"26,316,502",10.1103/physrevb.84.184432,2011,train
TaFe1.25Te3,"26,316,502",10.1103/physrevb.84.184432,2011,train
CeAs,"167,323",10.1103/physrevb.84.195123,2011,train
Sr0.987Ca0.013CuO2,"425,150,795",10.1103/physrevb.84.214419,2011,train
Sr0.975Ca0.025CuO2,"425,150,795",10.1103/physrevb.84.214419,2011,train
Sr0.95Ca0.05CuO2,"425,150,795",10.1103/physrevb.84.214419,2011,train
Sr0.9Ca0.1CuO2,"425,150,795",10.1103/physrevb.84.214419,2011,train
TbVO4,"145,268",10.1016/j.matlet.2018.12.138,2019,train
Ba3CuSb2O9,"65,150,647",10.1103/physrevlett.106.147204,2011,train
ScCuO2,"744,156",10.1111/j.1551-2916.2010.04047.x,2011,train
Sr0.8Dy0.12La0.08TiO3,"590,339,795,709",10.1111/j.1551-2916.2010.04185.x,2011,train
Sr0.8Dy0.15La0.05TiO3,"590,339,795,709",10.1111/j.1551-2916.2010.04185.x,2011,train
Sr0.8Dy0.18La0.02TiO3,"590,339,795,709",10.1111/j.1551-2916.2010.04185.x,2011,train
Sr0.8Dy0.2TiO3,"590,795,709",10.1111/j.1551-2916.2010.04185.x,2011,train
Li2GeO3,"244,200",10.1111/j.1551-2916.2010.04279.x,2011,train
Na4AlP5O16,"282,301,193",10.1111/j.1551-2916.2010.04292.x,2011,train
Sr0.3308Ce0.0017Ti0.3333O1,"205,795,709",10.1111/j.1551-2916.2011.04483.x,2011,train
Sr0.85Ce0.1TiO3,"205,795,709",10.1111/j.1551-2916.2011.04483.x,2011,train
Ba0.0133Nb0.3333Pb0.1533O1,"65,186,646",10.1111/j.1551-2916.2011.04495.x,2011,train
Zr0.3271Ti0.0033Pb0.6289O1,"204,709,286",10.1111/j.1551-2916.2011.04629.x,2011,train
Zn0.01In1.98Ge0.01O3,"244,732,457",10.1111/j.1551-2916.2011.04640.x,2011,train
Zn0.03In1.94Ge0.03O3,"244,732,457",10.1111/j.1551-2916.2011.04640.x,2011,train
Zn0.05In1.9Ge0.05O3,"244,732,457",10.1111/j.1551-2916.2011.04640.x,2011,train
Zn0.1In1.8Ge0.1O3,"244,732,457",10.1111/j.1551-2916.2011.04640.x,2011,train
MgHfW3O12,"682,40,177",10.1111/j.1551-2916.2011.04644.x,2011,train
In3.99Ga0.01Sn3O12,"351,732,753",10.1111/j.1551-2916.2011.04650.x,2011,train
In3.95Ga0.05Sn3O12,"351,732,753",10.1111/j.1551-2916.2011.04650.x,2011,train
In3.9Ga0.1Sn3O12,"351,732,753",10.1111/j.1551-2916.2011.04650.x,2011,train
In3.85Ga0.15Sn3O12,"351,732,753",10.1111/j.1551-2916.2011.04650.x,2011,train
ZrTiFePb2BiO9,"641,564,646,709,286",10.1111/j.1551-2916.2011.04715.x,2011,train
Sr0.95La0.05Zr0.95Fe0.05O3,"564,339,795,286",10.1149/1.3518426,2011,train
Sr0.955La0.045Zr0.95Fe0.05O3,"564,339,795,286",10.1149/1.3518426,2011,train
Sr0.3208La0.0125Zr0.3167Fe0.0167O1,"564,339,795,286",10.1149/1.3518426,2011,train
Sr0.975La0.025Zr0.95Fe0.05O3,"564,339,795,286",10.1149/1.3518426,2011,train
Ca0.7487Si0.2513Cl0.5025O1,"425,191,490",10.1149/1.3518763,2011,train
CaLa2Mo4O16,"425,339,30",10.1149/1.3518782,2011,train
MgAlSiN3,"533,341,532",10.1149/1.3525608,2011,train
LiCaBO3,"512,425,200",10.1016/j.ceramint.2015.12.117,2016,train
Li4Ti4.75Nb0.25O12,"200,186,709",10.1149/1.3533391,2011,train
Ca0.96Eu0.04Al2O4,"282,425,60",10.1149/1.3551528,2011,train
Ca0.96Eu0.04Si2N2O2,"425,60,532,490",10.1149/1.3551528,2011,train
Li3Ba2Dy0.01Y2.99Mo8O32,"65,590,200,30,43",10.1149/1.3560528,2011,train
Li3Ba2Dy2.8Y0.2Mo8O32,"65,590,200,30,43",10.1149/1.3560528,2011,train
Li3Ba2Tb0.01Y2.99Mo8O32,"65,200,30,145,43",10.1149/1.3560528,2011,train
Li3Ba2Tb2.8Y0.2Mo8O32,"65,200,30,145,43",10.1149/1.3560528,2011,train
Li3Ba2Eu0.01Y2.99Mo8O32,"65,60,200,30,43",10.1149/1.3560528,2011,train
Li3Ba2Eu2.8Y0.2Mo8O32,"65,60,200,30,43",10.1149/1.3560528,2011,train
Ba1.6Ca0.4P2O7,"65,425,452",10.1149/1.3562958,2011,train
Ca2.1Eu0.9Al2O6,"282,425,60",10.1149/1.3575633,2011,train
LaSi3N5,"251,532",10.1149/1.3579505,2011,train
Ba3Y2WO9,"65,190,43",10.1149/1.3585838,2011,train
NaEu0.3Y0.7Mo0.05Si0.95O4,"60,30,652,703,43",10.1149/1.3600350,2011,train
NaEu0.3Y0.7Mo0.4Si0.6O4,"60,30,652,703,43",10.1149/1.3600350,2011,train
SrCe0.005La0.995Ga3S6O,"284,618,612,262",10.1149/1.3601850,2011,train
SrCe0.01La0.99Ga3S6O,"284,618,612,262",10.1149/1.3601850,2011,train
SrCe0.03La0.97Ga3S6O,"284,618,612,262",10.1149/1.3601850,2011,train
SrCe0.06La0.94Ga3S6O,"284,618,612,262",10.1149/1.3601850,2011,train
SrCe0.1La0.9Ga3S6O,"284,618,612,262",10.1149/1.3601850,2011,train
SrCe0.15La0.85Ga3S6O,"284,618,612,262",10.1149/1.3601850,2011,train
CsMgPO4,"266,479,193",10.1149/1.3603971,2011,train
Sr0.99Ca2Eu0.01P2O8,"425,60,452,795",10.1149/1.3604743,2011,train
Sr0.98Ca2Eu0.02P2O8,"425,60,452,795",10.1149/1.3604743,2011,train
Sr0.97Ca2Eu0.03P2O8,"425,60,452,795",10.1149/1.3604743,2011,train
Sr0.96Ca2Eu0.04P2O8,"425,60,452,795",10.1149/1.3604743,2011,train
Sr0.95Ca2Eu0.05P2O8,"425,60,452,795",10.1149/1.3604743,2011,train
Sr0.94Ca2Eu0.06P2O8,"425,60,452,795",10.1149/1.3604743,2011,train
Sr0.93Ca2Eu0.07P2O8,"425,60,452,795",10.1149/1.3604743,2011,train
Ba2Zr2Si3O12,"65,490,286",10.1149/2.008112jes,2011,train
Y4GeO8,"244,43",10.1149/1.3607428,2011,train
Sr1.87Ce0.87O4,"205,795",10.1149/1.3611678,2011,train
Sr1.74CeO4,"205,795",10.1149/1.3611678,2011,train
Ba0.4Sr1.5Eu0.1SiO4,"65,60,490,795",10.1149/1.3625282,2011,train
Ba0.8Sr1.1Eu0.1SiO4,"65,60,490,795",10.1149/1.3625282,2011,train
Ba1.2Sr0.7Eu0.1SiO4,"65,60,490,795",10.1149/1.3625282,2011,train
Ba1.6Sr0.3Eu0.1SiO4,"65,60,490,795",10.1149/1.3625282,2011,train
Ba1.9Eu0.1SiO4,"65,60,490",10.1149/1.3625282,2011,train
BaZrSi3O9,"65,490,286",10.1149/2.008112jes,2011,train
CaYAl3O7,"282,425,43",10.1149/2.012111esl,2011,train
Ca9Ce0.03Y0.97P7O28,"425,205,452,43",10.1149/2.029111jes,2011,train
Ca8.991Eu0.009Ce0.03Y0.97P7O28,"425,205,60,452,43",10.1149/2.029111jes,2011,train
Ca8.973Eu0.027Ce0.03Y0.97P7O28,"425,205,60,452,43",10.1149/2.029111jes,2011,train
Ca8.955Eu0.045Ce0.03Y0.97P7O28,"425,205,60,452,43",10.1149/2.029111jes,2011,train
K0.5Na0.63Li0.87CO3,"615,200,652",10.1149/2.jes112828,2012,train
Ba2GdB2O6Cl,"63,65,511,277",10.1149/2.050111jes,2011,train
LiBa3MgV3O12,"65,200,40,613",10.1149/2.067112jes,2011,train
SrTiMn4O3,"489,795,709",10.1002/adfm.201102482,2012,train
