,precursor_ids,target,doi,year,type
1290,"['Al', 'Co', 'Ni']",Co38Ni35Al27,10.1016/j.matlet.2018.08.152,2018,test
1291,"['Al', 'Co', 'Ni', 'Zn']",Co35Ni32Zn10Al23,10.1016/j.matlet.2018.08.152,2018,test
1292,"['Co', 'Sb', 'Te', 'Ti']",Ti0.2Co4Sb11.5Te0.5,10.1016/j.matlet.2018.08.157,2018,test
1293,"['Co', 'Sb', 'Te', 'Ti']",Ti0.3Co4Sb11.5Te0.5,10.1016/j.matlet.2018.08.157,2018,test
1294,"['Co', 'Sb', 'Te', 'Ti']",Ti0.5Co4Sb11.5Te0.5,10.1016/j.matlet.2018.08.157,2018,test
1295,"['Al', 'Cu', 'Sn']",Cu3Al10Sn,10.1016/j.micromeso.2016.11.036,2018,test
1296,"['PbO', 'V2O5']",V6Pb10O25,10.1016/j.molstruc.2017.09.036,2018,test
1297,"['Be', 'Cu', 'Ni', 'Ti', 'Zr']",Be12.5Zr33Ti45.7Ni3Cu5.8,10.1016/j.msea.2018.01.042,2018,test
1298,"['Al', 'Ti', 'Zr']",Zr40TiAl15,10.1016/j.msea.2018.02.104,2018,test
1299,"['Be', 'Cu', 'Ti', 'V', 'Zr']",Be15Zr19Ti47V12Cu7,10.1016/j.msea.2018.08.062,2018,test
1300,"['Co', 'Cr', 'Fe', 'Mn']",Cr10Mn50Fe30Co10,10.1016/j.msea.2018.08.109,2018,test
1301,"['Co', 'Cr', 'Fe', 'Mn']",Cr10Mn20Fe60Co10,10.1016/j.msea.2018.08.109,2018,test
1302,"['Bi2O3', 'PbO', 'TiO2', 'ZrO2']",Zr0.5Ti0.5Pb0.9BiO3,10.1016/j.mseb.2017.11.023,2018,test
1303,"['Bi2O3', 'PbO', 'TiO2', 'ZrO2']",Zr0.5Ti0.5Pb0.8BiO3,10.1016/j.mseb.2017.11.023,2018,test
1304,"['Bi2O3', 'PbO', 'TiO2', 'ZrO2']",Zr0.5Ti0.5Pb0.7BiO3,10.1016/j.mseb.2017.11.023,2018,test
1305,"['Bi2O3', 'PbO', 'TiO2', 'ZrO2']",Zr0.5Ti0.5Pb0.6BiO3,10.1016/j.mseb.2017.11.023,2018,test
1306,"['MgSO4', 'Na2SO4']",Na6MgS4O16,10.1016/j.mseb.2017.12.001,2018,test
1307,"['CaO', 'K2O', 'SiO2']",K4Ca7Si11O31,10.1016/j.msec.2018.01.002,2018,test
1308,"['LiH3(CO)2', 'Mo7H24(NO4)6', 'V2O5']",Li3VMo3O12,10.1016/j.nanoen.2017.11.079,2018,test
1309,"['I', 'S', 'Sb']",SbSI,10.1016/j.nanoen.2018.05.058,2018,test
1310,"['Bi2O3', 'Li2CO3', 'Na2CO3', 'SrCO3', 'TiO2']",Na0.335Li0.015Sr0.3TiBi0.35O3,10.1016/j.nanoen.2018.06.016,2018,test
1311,"['Bi2O3', 'Li2CO3', 'Na2CO3', 'SrCO3', 'TiO2']",Na0.295Li0.015Sr0.38TiBi0.31O3,10.1016/j.nanoen.2018.06.016,2018,test
1312,"['Ag', 'Sb']",Ag0.1Sb0.1,10.1016/j.nanoen.2018.07.019,2018,test
1313,"['Al2O3', 'CaCO3', 'Nd2O3', 'TiO3']",Ca0.65Nd0.35Ti0.65Al0.35O3,10.1016/j.optmat.2017.10.039,2018,test
1314,"['Al2O3', 'CaF2', 'Na2CO3', 'SiO2']",Na0.0541Ca0.1081Al0.2162Si0.2973C0.027O1F0.2162,10.1016/j.optmat.2017.11.009,2018,test
1315,"['Bi2O3', 'La2O3', 'MgO', 'TiO2']",MgLa1.96TiBi0.04O6,10.1016/j.optmat.2017.11.031,2018,test
1316,"['Al(HO)3', 'CaCO3', 'CeO2', 'Na2CO3', 'SiO2']",Na0.1576Ca0.0398Ce0.0019Al0.0215Si0.2881H0.0645C0.1186O1,10.1016/j.optmat.2017.12.055,2018,test
1317,"['CaF2', 'LiF']",Li6CaF8,10.1016/j.optmat.2018.05.027,2018,test
1318,"['CaCO3', 'SiO2', 'Y2O3']",Ca4Y5.94Si4O24,10.1016/j.optmat.2018.05.041,2018,test
1319,"['CaCO3', 'SiO2', 'Y2O3']",Ca4Y5.97Si4O24,10.1016/j.optmat.2018.05.041,2018,test
1320,"['Cu', 'Sc2O3', 'Se', 'SrO']",Sr2ScCuSeO3,10.1016/j.optmat.2018.06.016,2018,test
1321,"['Cu', 'Sc2O3', 'Se', 'SrO']",Sr3Sc2Cu2Se2O5,10.1016/j.optmat.2018.06.016,2018,test
1322,"['GeO2', 'Na2CO3', 'Ta2O5']",NaTaGeO5,10.1016/j.optmat.2018.09.002,2018,test
1323,"['B2O3', 'PbO2', 'ZnO']",ZnB8Pb5O18,10.1016/j.physb.2018.08.024,2018,test
1324,"['Li2CO3', 'Na2CO3', 'WO3']",Na1.5Li0.5WO4,10.1016/j.physe.2018.04.032,2018,test
1325,"['CaF2', 'GdF3']",CaGd4F14,10.1016/j.powtec.2018.03.013,2018,test
1326,"['B2O3', 'Li2CO3', 'SiO2']",Li2SiB4O9,10.1016/j.radmeas.2018.02.009,2018,test
1327,"['Co', 'Fe', 'Ni', 'Ti']",Ti10Fe30Co30Ni30,10.1016/j.scriptamat.2017.09.023,2018,test
1328,"['Yb2O3', 'ZrO2']",Yb2Zr2O7,10.1016/j.scriptamat.2018.04.031,2018,test
1329,"['CeO2', 'Yb2O3', 'ZrO2']",Yb2Ce0.2Zr1.8O7,10.1016/j.scriptamat.2018.04.031,2018,test
1330,"['CeO2', 'Yb2O3', 'ZrO2']",Yb2Ce0.6Zr1.4O7,10.1016/j.scriptamat.2018.04.031,2018,test
1331,"['CeO2', 'Yb2O3', 'ZrO2']",Yb2CeZrO7,10.1016/j.scriptamat.2018.04.031,2018,test
1332,"['BaCO3', 'Fe2O3', 'MoO3', 'SrCO3', 'TiO2']",Ba0.1Sr1.9TiMo0.5Fe0.5O6,10.1016/j.scriptamat.2018.06.022,2018,test
1333,"['BaCO3', 'Fe2O3', 'MoO3', 'SrCO3', 'TiO2']",Ba0.2Sr1.8TiMo0.5Fe0.5O6,10.1016/j.scriptamat.2018.06.022,2018,test
1334,"['CaO', 'Fe2O3', 'MgCO3', 'TiO2']",CaMgTi3Fe1.33O12,10.1016/j.snb.2018.01.207,2018,test
1335,"['Au', 'Cu']",AuCu3,10.1016/j.solidstatesciences.2018.03.008,2018,test
1336,"['Fe', 'Ni', 'Sb', 'Sm']",Sm0.15Fe1.8Ni2.2Sb12,10.1016/j.solidstatesciences.2018.03.012,2018,test
1337,"['Fe', 'Ni', 'Sb', 'Sm']",Sm0.2Fe1.8Ni2.2Sb12,10.1016/j.solidstatesciences.2018.03.012,2018,test
1338,"['Fe', 'Ni', 'Sb', 'Sm']",Sm0.45Fe1.8Ni2.2Sb12,10.1016/j.solidstatesciences.2018.03.012,2018,test
1339,"['Fe', 'Ni', 'Sb', 'Sm']",Sm0.7Fe1.8Ni2.2Sb12,10.1016/j.solidstatesciences.2018.03.012,2018,test
1340,"['Fe', 'Ni', 'Sb', 'Sm']",Sm0.15Fe2Ni2Sb12,10.1016/j.solidstatesciences.2018.03.012,2018,test
1341,"['Fe', 'Ni', 'Sb', 'Sm']",SmFe10(NiSb6)10,10.1016/j.solidstatesciences.2018.03.012,2018,test
1342,"['Fe', 'Ni', 'Sb', 'Sm']",Sm0.45Fe2Ni2Sb12,10.1016/j.solidstatesciences.2018.03.012,2018,test
1343,"['Fe', 'Ni', 'Sb', 'Sm']",Sm0.7Fe2Ni2Sb12,10.1016/j.solidstatesciences.2018.03.012,2018,test
1344,"['Fe', 'Ni', 'Sb', 'Sm']",Sm0.15Fe2.8Ni1.2Sb12,10.1016/j.solidstatesciences.2018.03.012,2018,test
1345,"['Fe', 'Ni', 'Sb', 'Sm']",SmFe14(NiSb10)6,10.1016/j.solidstatesciences.2018.03.012,2018,test
1346,"['Fe', 'Ni', 'Sb', 'Sm']",Sm0.45Fe2.8Ni1.2Sb12,10.1016/j.solidstatesciences.2018.03.012,2018,test
1347,"['Fe', 'Ni', 'Sb', 'Sm']",Sm0.7Fe2.8Ni1.2Sb12,10.1016/j.solidstatesciences.2018.03.012,2018,test
1348,"['Fe', 'Sb', 'Sm']",Sm0.15Fe4Sb12,10.1016/j.solidstatesciences.2018.03.012,2018,test
1349,"['Fe', 'Sb', 'Sm']",Sm(FeSb3)20,10.1016/j.solidstatesciences.2018.03.012,2018,test
1350,"['Fe', 'Sb', 'Sm']",Sm0.45Fe4Sb12,10.1016/j.solidstatesciences.2018.03.012,2018,test
1351,"['Fe', 'Sb', 'Sm']",Sm0.7Fe4Sb12,10.1016/j.solidstatesciences.2018.03.012,2018,test
1352,"['Nb2O5', 'SnF2', 'SnO', 'TiO2']",TiNbSn2O6F,10.1016/j.solidstatesciences.2018.05.001,2018,test
1353,"['Nb2O5', 'SnO', 'SnS']",Nb2Sn2SO6,10.1016/j.solidstatesciences.2018.05.001,2018,test
1354,"['BeO', 'GeO2', 'Na2CO3']",Na2BeGeO4,10.1016/j.solidstatesciences.2018.05.007,2018,test
1355,"['Bi2O3', 'Fe2O3', 'Ga2O3']",Fe0.4Ga3.6Bi2O9,10.1016/j.solidstatesciences.2018.06.009,2018,test
1356,"['Bi2O3', 'Fe2O3', 'Ga2O3']",Fe3.6Ga0.4Bi2O9,10.1016/j.solidstatesciences.2018.06.009,2018,test
1357,"['Ni', 'Ti', 'Zr']",Zr26Ti49Ni25,10.1016/j.solidstatesciences.2018.06.012,2018,test
1358,"['BaCO3', 'Li2CO3', 'PH6NO4']",LiBaPO4,10.1016/j.solidstatesciences.2018.07.005,2018,test
1359,"['MgCl2', 'NaCl']",NaMgCl3,10.1016/j.solmat.2017.11.014,2018,test
1360,"['KCl', 'Li2CO3', 'Na2CO3']",KNa2Li2C2O6Cl,10.1016/j.solmat.2018.08.028,2018,test
1361,"['Ca', 'Rh', 'Sn']",Ca3Rh4Sn13,10.1016/j.ssc.2017.11.006,2018,test
1362,"['CuO', 'GeO2']",Cu2GeO4,10.1016/j.ssc.2018.01.017,2018,test
1363,"['Al2O3', 'La2O3', 'LiH3(CO)2', 'ZrO2']",Li6.23La3Zr1.88Al0.26O11.76,10.1016/j.ssi.2017.12.034,2018,test
1364,"['CaCO3', 'Fe2O3', 'Sm2O3']",Ca0.5Sm0.5FeO3,10.1016/j.ssi.2017.12.038,2018,test
1365,"['Ho', 'MoO3', 'ZrO2']",Ho5.4Zr0.6MoO12.3,10.1016/j.ssi.2018.02.001,2018,test
1366,"['Al2O3', 'La2O3', 'LiHO', 'Nb2O5', 'ZrO2']",Li7La3Zr1.75Nb0.25Al0.1O12,10.1016/j.ssi.2018.05.015,2018,test
1367,"['Li2O', 'Li3PO4']",Li3.3PO4,10.1016/j.ssi.2018.07.011,2018,test
1368,"['In', 'Li']",LiIn,10.1016/j.ssi.2018.07.013,2018,test
1369,"['CaCO3', 'Na2CO3', 'NaP(HO2)2']",Na0.3081Ca0.077P0.3076O1,10.1016/j.ssi.2018.08.011,2018,test
1370,"['GeO2', 'LiHO']",Li4GeO4,10.1016/j.ssi.2018.09.011,2018,test
1371,"['Li2CO3', 'LiF', 'SiO2']",Li5SiO4F,10.1016/j.ssi.2018.10.014,2018,test
1372,"['La2O3', 'WO3']",La6W2O15,10.1016/j.ssi.2018.10.026,2018,test
1373,"['CuO', 'Ga2O3', 'NiO', 'Pr6O11']",Pr2Ni0.66Cu0.41Ga0.064O4,10.1016/j.ssi.2018.10.027,2018,test
1374,"['Co', 'Cr', 'Fe', 'Ni']",Cr2FeCoNi,10.1016/j.surfcoat.2018.03.035,2018,test
1375,"['Co', 'Cr', 'Fe', 'Ni', 'Ti']",Ti0.5Cr2FeCoNi,10.1016/j.surfcoat.2018.03.035,2018,test
1376,"['Co', 'Cr', 'Fe', 'Ni', 'Ti']",TiCr2FeCoNi,10.1016/j.surfcoat.2018.03.035,2018,test
1377,"['B2O3', 'GeO2', 'La2O3', 'Yb2O3']",Yb0.008La0.192Ge0.2B0.2O1,10.1016/j.yofte.2018.01.015,2018,test
1378,"['As', 'Ca', 'Fe']",CaFe2As2,10.1038/s41427-018-0030-9,2018,test
1379,"['Co', 'Zn']",Co5Zn21,10.1038/s41467-017-02167-y,2018,test
1380,"['Al', 'Mg', 'Zn']",Mg44.1Zn41Al14.9,10.1038/s41467-017-02667-x,2018,test
1381,"['Al', 'Mg', 'Zn']",Mg43Zn42.1Al14.9,10.1038/s41467-017-02667-x,2018,test
1382,"['Bi', 'Co', 'Sn', 'Zr']",ZrCoSnBi,10.1038/s41467-018-04958-3,2018,test
1383,"['Bi', 'Co', 'Sn', 'Zr']",ZrCoSnBi0.95,10.1038/s41467-018-04958-3,2018,test
1384,"['Bi', 'Co', 'Sn', 'Zr']",ZrCoSnBi0.9,10.1038/s41467-018-04958-3,2018,test
1385,"['Bi', 'Co', 'Sn', 'Zr']",ZrCoSnBi0.85,10.1038/s41467-018-04958-3,2018,test
1386,"['Bi', 'Co', 'Sn', 'Zr']",ZrCoSnBi0.8,10.1038/s41467-018-04958-3,2018,test
1387,"['Bi', 'Co', 'Sn', 'Zr']",ZrCoSnBi0.75,10.1038/s41467-018-04958-3,2018,test
1388,"['Bi', 'Co', 'Sb', 'Zr']",ZrCoBi0.75Sb,10.1038/s41467-018-04958-3,2018,test
1389,"['Bi', 'Co', 'Sb', 'Zr']",ZrCoBi0.7Sb,10.1038/s41467-018-04958-3,2018,test
1390,"['Bi', 'Co', 'Sb', 'Zr']",ZrCoBi0.65Sb,10.1038/s41467-018-04958-3,2018,test
1391,"['Bi', 'Co', 'Sb', 'Zr']",ZrCoBi0.6Sb,10.1038/s41467-018-04958-3,2018,test
1392,"['Bi', 'Co', 'Zr']",ZrCoBi,10.1038/s41467-018-04958-3,2018,test
1393,"['NbO2', 'WO2']",Nb16W5O55,10.1038/s41586-018-0347-0,2018,test
1394,"['NbO2', 'WO2']",Nb18W16O93,10.1038/s41586-018-0347-0,2018,test
1395,"['La2O3', 'Pb3O4', 'TiO2']",La0.08TiPb1.01O3.13,10.1038/s41598-017-18810-z,2018,test
1396,"['Na', 'Sb', 'Se']",Na3SbSe4,10.1038/s41598-018-27301-8,2018,test
1397,"['Co3O4', 'Cr2O3', 'Fe2O3']",Cr0.4Fe1.6CoO4,10.1038/s41598-018-30132-2,2018,test
1398,"['Li2S', 'TiS2']",Li2TiS3,10.1038/s41598-018-33518-4,2018,test
1399,"['Na2CO3', 'V2O5']",Na2V3O7,10.1038/s41598-018-35608-9,2018,test
1400,"['Na2CO3', 'V2O5']",Na4V3O7,10.1038/s41598-018-35608-9,2018,test
1401,"['Nb2O5', 'Tb4O7']",TbNbO4,10.1039/c7ce02072d,2018,test
1402,"['CaCO3', 'Na2CO3', 'SiO2']",Na2Ca3Si6O16,10.1039/c7ce02135f,2018,test
1403,"['Nb2O5', 'V2O5']",NbVO5,10.1039/c7cp07157d,2018,test
1404,"['B2O3', 'BaCO3', 'Cs2CO3', 'Y2O3']",CsBaYB6O12,10.1039/c7dt04223j,2018,test
1405,"['B2O3', 'BaCO3', 'Rb2CO3', 'Y2O3']",RbBaYB6O12,10.1039/c7dt04223j,2018,test
1406,"['BaF2', 'CaF2']",Ba0.9Ca0.1F2,10.1039/c7dt04487a,2018,test
1407,"['BaF2', 'CaF2']",Ba0.8Ca0.2F2,10.1039/c7dt04487a,2018,test
1408,"['BaF2', 'CaF2']",Ba0.2Ca0.8F2,10.1039/c7dt04487a,2018,test
1409,"['Mg5H2(C2O7)2', 'Na2CO3', 'VH4NO3']",NaMg2V3O10,10.1039/c7dt04664b,2018,test
1410,"['Mg5H2(C2O7)2', 'Mo7H24(NO4)6', 'Na2CO3', 'VH4NO3']",Na1.01Mg1.99V2.99Mo0.01O10,10.1039/c7dt04664b,2018,test
1411,"['Mg5H2(C2O7)2', 'Mo7H24(NO4)6', 'Na2CO3', 'VH4NO3']",Na1.05Mg1.95V2.95Mo0.05O10,10.1039/c7dt04664b,2018,test
1412,"['Mg5H2(C2O7)2', 'Mo7H24(NO4)6', 'Na2CO3', 'VH4NO3']",Na1.1Mg1.9V2.9Mo0.1O10,10.1039/c7dt04664b,2018,test
1413,"['Mg5H2(C2O7)2', 'Mo7H24(NO4)6', 'Na2CO3', 'VH4NO3']",Na1.2Mg1.8V2.8Mo0.2O10,10.1039/c7dt04664b,2018,test
1414,"['Mg5H2(C2O7)2', 'Mo7H24(NO4)6', 'Na2CO3', 'VH4NO3']",Na1.3Mg1.7V2.7Mo0.3O10,10.1039/c7dt04664b,2018,test
1415,"['Li2O', 'LiF', 'Mn2O3']",Li2MnO2F,10.1039/c7ee03195e,2018,test
1416,"['Fe2O3', 'NiO', 'SrCO3']",Sr3Fe1.25Ni0.75O7,10.1039/c7ta07113b,2018,test
1417,"['BaCO3', 'Nb2O5', 'WO3']",Ba3NbWO8.5,10.1039/c7ta08989a,2018,test
1418,"['Bi2O3', 'WO3']",WBi7O13.5,10.1039/c7ta09225c,2018,test
1419,"['La2O3', 'Li2CO3', 'Nb2O5']",LiLa2NbO6,10.1039/c7ta09496e,2018,test
1420,"['NaP(HO2)2', 'TiO2', 'VH4NO3']",Na3TiVP3O12,10.1039/c7ta10689k,2018,test
1421,"['Fe2O3', 'Li2CO3', 'Mn2O3', 'Na2CO3']",Na0.667Li0.18Mn0.8Fe0.2O2,10.1039/c7ta11180k,2018,test
1422,"['Cr', 'S', 'Se']",Cr2Se3,10.1039/c7tc04749e,2018,test
1423,"['Cr', 'S', 'Se']",Cr2Se2.94S0.06,10.1039/c7tc04749e,2018,test
1424,"['Cr', 'S', 'Se']",Cr2Se2.88S0.12,10.1039/c7tc04749e,2018,test
1425,"['Cr', 'S', 'Se']",Cr2Se2.82S0.18,10.1039/c7tc04749e,2018,test
1426,"['Cr', 'S', 'Se']",Cr2Se2.76S0.24,10.1039/c7tc04749e,2018,test
1427,"['Cr', 'S', 'Se']",Cr2Se2.7S0.3,10.1039/c7tc04749e,2018,test
1428,"['Cr', 'S', 'Se']",Cr2Se2.64S0.36,10.1039/c7tc04749e,2018,test
1429,"['CaCO3', 'MnCO3']",Ca2Mn3O8,10.1039/c7tc05187e,2018,test
1430,"['Al', 'Ba', 'S']",BaAl4S7,10.1039/c7tc05693a,2018,test
1431,"['CaCO3', 'Co3O4', 'MnO', 'SrCO3']",Sr2.5Ca1.5Mn2CoO9,10.1039/c7tc05968j,2018,test
1432,"['CaCO3', 'Co3O4', 'MnO', 'SrCO3']",Sr1.3Ca2.7Mn2CoO9,10.1039/c7tc05968j,2018,test
1433,"['Dy2O3', 'Sc2O3']",DyScO3,10.1039/c8ce00335a,2018,test
1434,"['Gd2O3', 'Sc2O3']",GdScO3,10.1039/c8ce00335a,2018,test
1435,"['SiO2', 'SrCO3', 'TiO2']",Sr2TiSi4O12,10.1039/c8ce00460a,2018,test
1436,"['B', 'Gd', 'Y']",Gd0.05Y0.95B20,10.1039/c8dt00563j,2018,test
1437,"['B', 'Gd', 'Y']",Gd0.25Y0.75B20,10.1039/c8dt00563j,2018,test
1438,"['B', 'Gd', 'Y']",Gd0.5Y0.5B20,10.1039/c8dt00563j,2018,test
1439,"['B', 'Gd', 'Y']",Gd0.75Y0.25B20,10.1039/c8dt00563j,2018,test
1440,"['B', 'Gd', 'Y']",Gd0.95Y0.05B20,10.1039/c8dt00563j,2018,test
1441,"['CaCO3', 'MnO', 'Sb2O5', 'Y2O3']",Ca2YMn0.001Sb0.999O6,10.1039/c8dt00992a,2018,test
1442,"['CaCO3', 'MnO', 'Sb2O5', 'Y2O3']",Ca2YMn0.001Sb0.999O6,10.1039/c8dt00992a,2018,test
1443,"['CaCO3', 'MnO', 'Sb2O5', 'Y2O3']",Ca2YMn0.003Sb0.997O6,10.1039/c8dt00992a,2018,test
1444,"['CaCO3', 'MnO', 'Sb2O5', 'Y2O3']",Ca2YMn0.01Sb0.99O6,10.1039/c8dt00992a,2018,test
1445,"['CaCO3', 'MnO', 'Sb2O5', 'Y2O3']",Ca2YMn0.015Sb0.985O6,10.1039/c8dt00992a,2018,test
1446,"['CaCO3', 'MnO', 'Sb2O5', 'Y2O3']",Ca2YMn0.02Sb0.98O6,10.1039/c8dt00992a,2018,test
1447,"['CaCO3', 'SnO2', 'Y2O3']",Ca0.8Y2.4Sn0.8O6,10.1039/c8dt01024b,2018,test
1448,"['BaCO3', 'Gd2O3', 'MnO', 'Sb2O5']",Ba2GdMn0.001Sb0.999O6,10.1039/c8dt01575a,2018,test
1449,"['BaCO3', 'Gd2O3', 'MnO', 'Sb2O5']",Ba2GdMn0.001Sb0.999O6,10.1039/c8dt01575a,2018,test
1450,"['BaCO3', 'Gd2O3', 'MnO', 'Sb2O5']",Ba2GdMn0.003Sb0.997O6,10.1039/c8dt01575a,2018,test
1451,"['BaCO3', 'Gd2O3', 'MnO', 'Sb2O5']",Ba2GdMn0.005Sb0.995O6,10.1039/c8dt01575a,2018,test
1452,"['BaCO3', 'Gd2O3', 'MnO', 'Sb2O5']",Ba2GdMn0.01Sb0.99O6,10.1039/c8dt01575a,2018,test
1453,"['BaCO3', 'Gd2O3', 'MnO', 'Sb2O5']",Ba2GdMn0.015Sb0.985O6,10.1039/c8dt01575a,2018,test
1454,"['BaCO3', 'Gd2O3', 'MnO', 'Sb2O5']",Ba2GdMn0.02Sb0.98O6,10.1039/c8dt01575a,2018,test
1455,"['Pt', 'Sb', 'Ti']",Ti0.85PtSb,10.1039/c8ee00306h,2018,test
1456,"['Pt', 'Sb', 'Ti']",Ti0.75PtSb,10.1039/c8ee00306h,2018,test
1457,"['Bi2O3', 'GeO2', 'La2O3']",La8Ge6Bi2O27,10.1039/c8ta00546j,2018,test
1458,"['NaP(HO2)2', 'V2O5']",Na2V3P2O13,10.1039/c8ta00588e,2018,test
1459,"['MgH2', 'NaH', 'Ni']",Na2Mg2NiH6,10.1039/c8ta00822a,2018,test
1460,"['Ge', 'Se']",GeSe,10.1039/c8ta01393d,2018,test
1461,"['Ag', 'Ge', 'Sb', 'Se', 'Te']",Ag0.05GeSb0.05Te0.1Se,10.1039/c8ta01393d,2018,test
1462,"['Ag', 'Ge', 'Sb', 'Se', 'Te']",Ag0.1GeSb0.1Te0.2Se,10.1039/c8ta01393d,2018,test
1463,"['Ag', 'Ge', 'Sb', 'Se', 'Te']",Ag0.15GeSb0.15Te0.3Se,10.1039/c8ta01393d,2018,test
1464,"['Ag', 'Ge', 'Sb', 'Se', 'Te']",Ag0.2GeSb0.2Te0.4Se,10.1039/c8ta01393d,2018,test
1465,"['Ag', 'Ge', 'Sb', 'Se', 'Te']",Ag0.3GeSb0.3Te0.6Se,10.1039/c8ta01393d,2018,test
1466,"['La(HO)3', 'LiHO', 'Nb2O5', 'ZrO2']",Li6.375La3Zr1.375Nb0.625O12,10.1039/c8ta02276c,2018,test
1467,"['Bi2O3', 'BiClO', 'SrCO3', 'Ta2O5']",Sr2Ta2Bi3O11Cl,10.1039/c8ta03321h,2018,test
1468,"['Gd', 'Sb']",GdSb,10.1039/c8tc00028j,2018,test
1469,"['Fe3O4', 'MnO']",MnFe3O5,10.1039/c8tc00053k,2018,test
1470,"['Sb', 'Se']",Sb2Se3,10.1039/c8tc01683f,2018,test
1471,"['Sb', 'Se', 'Sn']",Sn0.06Sb1.94Se3,10.1039/c8tc01683f,2018,test
1472,"['Sb', 'Se', 'Sn']",Sn0.1Sb1.9Se3,10.1039/c8tc01683f,2018,test
1473,"['Sb', 'Se', 'Sn']",Sn0.14Sb1.86Se3,10.1039/c8tc01683f,2018,test
1474,"['Sb', 'Se', 'Sn']",Sn0.2Sb1.8Se3,10.1039/c8tc01683f,2018,test
1475,"['Bi', 'Sb', 'Se', 'Te']",Bi0.5Sb1.5Te2.8Se0.3,10.1063/1.5002658,2018,test
1476,"['Bi', 'Sb', 'Se', 'Te']",Bi0.5Sb1.5Te2.85Se0.3,10.1063/1.5002658,2018,test
1477,"['Bi', 'Sb', 'Se', 'Te']",Bi0.5Sb1.5Te2.96Se0.3,10.1063/1.5002658,2018,test
1478,"['Gd', 'In']",Gd2In,10.1063/1.5005573,2018,test
1479,"['Cr2O3', 'Fe2O3', 'Ho2O3']",HoCr0.75Fe0.25O3,10.1063/1.5006562,2018,test
1480,"['In', 'Mn', 'Ni']",Mn33.4Ni51In15.6,10.1063/1.5007223,2018,test
1481,"['BaCO3', 'Co2O3', 'Fe2O3', 'NiO']",Ba4Fe36Co0.2Ni1.8O60,10.1063/1.5007750,2018,test
1482,"['BaCO3', 'Co2O3', 'Fe2O3', 'NiO']",Ba4Fe36Co0.4Ni1.6O60,10.1063/1.5007750,2018,test
1483,"['BaCO3', 'Co2O3', 'Fe2O3', 'NiO']",Ba4Fe36Co0.6Ni1.4O60,10.1063/1.5007750,2018,test
1484,"['BaCO3', 'Co2O3', 'Fe2O3', 'NiO']",Ba4Fe36Co0.8Ni1.2O60,10.1063/1.5007750,2018,test
1485,"['CdO', 'SiC']",CdSiCO,10.1063/1.5012046,2018,test
1486,"['La2O3', 'PbO', 'TiO2', 'ZrO2']",La0.02Zr0.945Ti0.05Pb0.98O3,10.1063/1.5018431,2018,test
1487,"['Ce', 'Cu', 'Ga', 'Ni']",Ce70Ni3Cu18.5Ga8.5,10.1063/1.5018487,2018,test
1488,"['Te', 'Zr']",ZrTe2,10.1063/1.5019316,2018,test
1489,"['Co', 'P', 'Si']",Co5Si92.15P2.85,10.1063/1.5019614,2018,test
1490,"['Ba', 'Fe', 'Sb', 'Se']",Ba2FeSbSe5,10.1063/1.5024618,2018,test
1491,"['In2O3', 'SnO2', 'ZnO']",Zn0.02In0.96Sn0.02O3,10.1063/1.5026492,2018,test
1492,"['In2O3', 'SnO2', 'ZnO']",Zn0.04In0.92Sn0.04O3,10.1063/1.5026492,2018,test
1493,"['In2O3', 'SnO2', 'ZnO']",Zn0.06In0.88Sn0.06O3,10.1063/1.5026492,2018,test
1494,"['In2O3', 'SnO2', 'ZnO']",Zn0.08In0.84Sn0.08O3,10.1063/1.5026492,2018,test
1495,"['BaCO3', 'Bi2O3', 'MgCO3', 'TiO2']",Ba0.6Mg0.2Ti0.8Bi0.4O3,10.1063/1.5030381,2018,test
1496,"['Cr', 'Cu', 'S', 'Ti']",TiCrCuS4,10.1063/1.5036828,2018,test
1497,"['Co', 'Dy']",Dy45Co55,10.1063/1.5037357,2018,test
1498,"['Co', 'Dy']",Dy50Co50,10.1063/1.5037357,2018,test
1499,"['Co', 'Dy']",Dy55Co45,10.1063/1.5037357,2018,test
1500,"['Co', 'Dy']",Dy60Co40,10.1063/1.5037357,2018,test
1501,"['Co', 'Dy']",Dy65Co35,10.1063/1.5037357,2018,test
1502,"['Co', 'Dy']",Dy68Co32,10.1063/1.5037357,2018,test
1503,"['Co', 'Dy']",Dy70Co30,10.1063/1.5037357,2018,test
1504,"['Co', 'Dy']",Dy75Co25,10.1063/1.5037357,2018,test
1505,"['CaCO3', 'MnO2']",Ca3Mn2O7,10.1063/1.5037525,2018,test
1506,"['BaCO3', 'Eu2O3', 'Fe2O3', 'Nb2O5']",Ba4Eu2Nb8Fe2O30,10.1063/1.5041072,2018,test
1507,"['La2O3', 'PbO', 'SnO2', 'ZrO2']",La0.02Zr0.475Pb0.97Sn0.525O3,10.1063/1.5044712,2018,test
1508,"['Co3O4', 'Sm2O3', 'SrO']",SrSmCo2O5,10.1063/1.5045492,2018,test
1509,"['Ga2O3', 'Yb2O3']",Yb3Ga5O12,10.1063/1.5047264,2018,test
1510,"['BaCO3', 'Sm2O3', 'Ta2O5', 'TiO2', 'ZrO2']",Ba4Sm2Zr0.4Ti3.6Ta6O30,10.1063/1.5048555,2018,test
